22-12-2023 01:03:30.524 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator.getRemoteEnvironment - Fetching config from server at : http://localhost:8888
22-12-2023 11:08:22.257 [main] INFO  org.mongodb.driver.cluster.info - No server chosen by com.mongodb.reactivestreams.client.internal.ClientSessionHelper$$Lambda$931/0x0000000800714c40@5432dca2 from cluster description ClusterDescription{type=UNKNOWN, connectionMode=SINGLE, serverDescriptions=[ServerDescription{address=localhost:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
22-12-2023 11:08:22.588 [cluster-rtt-ClusterId{value='6585b475747c0a4a87ccda4b', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection.info - Opened connection [connectionId{localValue:2, serverValue:605}] to localhost:27017
22-12-2023 11:08:22.588 [cluster-ClusterId{value='6585b475747c0a4a87ccda4b', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection.info - Opened connection [connectionId{localValue:1, serverValue:606}] to localhost:27017
22-12-2023 11:08:22.590 [cluster-ClusterId{value='6585b475747c0a4a87ccda4b', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster.info - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=57638400}
22-12-2023 11:08:22.621 [nioEventLoopGroup-3-3] INFO  org.mongodb.driver.connection.info - Opened connection [connectionId{localValue:3, serverValue:607}] to localhost:27017
22-12-2023 11:08:24.665 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver.<init> - Exposing 1 endpoint(s) beneath base path '/actuator'
22-12-2023 11:08:25.273 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration.restTemplateDiscoveryClientOptionalArgs - Eureka HTTP Client uses RestTemplate.
22-12-2023 11:08:25.335 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger.logWarning - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
22-12-2023 11:08:25.391 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory.create - Setting initial instance status as: STARTING
22-12-2023 11:08:25.465 [main] INFO  c.netflix.discovery.DiscoveryClient.<init> - Initializing Eureka in region us-east-1
22-12-2023 11:08:25.470 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver.getClusterEndpoints - Resolving eureka endpoints via configuration
22-12-2023 11:08:25.505 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Disable delta property : false
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Single vip registry refresh property : null
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Force full registry fetch : false
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Application is null : false
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Registered Applications size is zero : true
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.fetchRegistry - Application version is -1: true
22-12-2023 11:08:25.506 [main] INFO  c.netflix.discovery.DiscoveryClient.getAndStoreFullRegistry - Getting all instance registry info from the eureka server
22-12-2023 11:08:25.764 [main] INFO  c.netflix.discovery.DiscoveryClient.getAndStoreFullRegistry - The response status is 200
22-12-2023 11:08:25.770 [main] INFO  c.netflix.discovery.DiscoveryClient.initScheduledTasks - Starting heartbeat executor: renew interval is: 30
22-12-2023 11:08:25.774 [main] INFO  c.n.discovery.InstanceInfoReplicator.<init> - InstanceInfoReplicator onDemand update allowed rate per min is 4
22-12-2023 11:08:25.781 [main] INFO  c.netflix.discovery.DiscoveryClient.<init> - Discovery Client initialized at timestamp 1703261305780 with initial instances count: 6
22-12-2023 11:08:25.783 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry.register - Registering application SERVICE-WALLET with eureka with status UP
22-12-2023 11:08:25.784 [main] INFO  c.netflix.discovery.DiscoveryClient.notify - Saw local status change event StatusChangeEvent [timestamp=1703261305784, current=UP, previous=STARTING]
22-12-2023 11:08:25.787 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-WALLET/service-wallet:c8f815eb-95a2-4b67-a0bf-cf6fd1d8bf82: registering service...
22-12-2023 11:08:25.831 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-WALLET/service-wallet:c8f815eb-95a2-4b67-a0bf-cf6fd1d8bf82 - registration status: 204
22-12-2023 11:08:25.837 [main] INFO  o.a.k.c.consumer.ConsumerConfig.logAll - ConsumerConfig values: 
	allow.auto.create.topics = true
	auto.commit.interval.ms = 5000
	auto.offset.reset = latest
	bootstrap.servers = [localhost:9092]
	check.crcs = true
	client.dns.lookup = use_all_dns_ips
	client.id = consumer-group_id-1
	client.rack = 
	connections.max.idle.ms = 540000
	default.api.timeout.ms = 60000
	enable.auto.commit = false
	exclude.internal.topics = true
	fetch.max.bytes = 52428800
	fetch.max.wait.ms = 500
	fetch.min.bytes = 1
	group.id = group_id
	group.instance.id = null
	heartbeat.interval.ms = 3000
	interceptor.classes = []
	internal.leave.group.on.close = true
	internal.throw.on.fetch.stable.offset.unsupported = false
	isolation.level = read_uncommitted
	key.deserializer = class org.apache.kafka.common.serialization.StringDeserializer
	max.partition.fetch.bytes = 1048576
	max.poll.interval.ms = 300000
	max.poll.records = 500
	metadata.max.age.ms = 300000
	metric.reporters = []
	metrics.num.samples = 2
	metrics.recording.level = INFO
	metrics.sample.window.ms = 30000
	partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor, class org.apache.kafka.clients.consumer.CooperativeStickyAssignor]
	receive.buffer.bytes = 65536
	reconnect.backoff.max.ms = 1000
	reconnect.backoff.ms = 50
	request.timeout.ms = 30000
	retry.backoff.ms = 100
	sasl.client.callback.handler.class = null
	sasl.jaas.config = null
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.connect.timeout.ms = null
	sasl.login.read.timeout.ms = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.login.retry.backoff.max.ms = 10000
	sasl.login.retry.backoff.ms = 100
	sasl.mechanism = GSSAPI
	sasl.oauthbearer.clock.skew.seconds = 30
	sasl.oauthbearer.expected.audience = null
	sasl.oauthbearer.expected.issuer = null
	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
	sasl.oauthbearer.jwks.endpoint.url = null
	sasl.oauthbearer.scope.claim.name = scope
	sasl.oauthbearer.sub.claim.name = sub
	sasl.oauthbearer.token.endpoint.url = null
	security.protocol = PLAINTEXT
	security.providers = null
	send.buffer.bytes = 131072
	session.timeout.ms = 45000
	socket.connection.setup.timeout.max.ms = 30000
	socket.connection.setup.timeout.ms = 10000
	ssl.cipher.suites = null
	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
	ssl.endpoint.identification.algorithm = https
	ssl.engine.factory.class = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.certificate.chain = null
	ssl.keystore.key = null
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.protocol = TLSv1.3
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.certificates = null
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	value.deserializer = class org.springframework.kafka.support.serializer.JsonDeserializer

22-12-2023 11:08:25.907 [main] WARN  o.a.k.c.consumer.ConsumerConfig.logUnused - The configuration 'spring.json.type.mapping' was supplied but isn't a known config.
22-12-2023 11:08:25.910 [main] INFO  o.a.kafka.common.utils.AppInfoParser.<init> - Kafka version: 3.1.2
22-12-2023 11:08:25.910 [main] INFO  o.a.kafka.common.utils.AppInfoParser.<init> - Kafka commitId: f8c67dc3ae0a3265
22-12-2023 11:08:25.910 [main] INFO  o.a.kafka.common.utils.AppInfoParser.<init> - Kafka startTimeMs: 1703261305908
22-12-2023 11:08:25.914 [main] INFO  o.a.k.clients.consumer.KafkaConsumer.subscribe - [Consumer clientId=consumer-group_id-1, groupId=group_id] Subscribed to topic(s): swap-topic
22-12-2023 11:08:25.960 [main] INFO  o.s.b.w.e.netty.NettyWebServer.start - Netty started on port 9105
22-12-2023 11:08:25.961 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration.onApplicationEvent - Updating port to 9105
22-12-2023 11:08:26.221 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  org.apache.kafka.clients.Metadata.update - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cluster ID: iWwN8-ewQ6uCfDzOWe17xw
22-12-2023 11:08:26.222 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.onSuccess - [Consumer clientId=consumer-group_id-1, groupId=group_id] Discovered group coordinator 127.0.0.1:9092 (id: 2147483647 rack: null)
22-12-2023 11:08:26.225 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.sendJoinGroupRequest - [Consumer clientId=consumer-group_id-1, groupId=group_id] (Re-)joining group
22-12-2023 11:08:26.241 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.requestRejoin - [Consumer clientId=consumer-group_id-1, groupId=group_id] Request joining group due to: need to re-join with the given member-id
22-12-2023 11:08:26.242 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.sendJoinGroupRequest - [Consumer clientId=consumer-group_id-1, groupId=group_id] (Re-)joining group
22-12-2023 11:08:26.662 [main] INFO  c.b.java.wallet.ApiWalletApplication.logStarted - Started ApiWalletApplication in 9.146 seconds (JVM running for 9.664)
22-12-2023 11:08:27.538 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.requestRejoin - [Consumer clientId=consumer-group_id-1, groupId=group_id] Request joining group due to: group is already rebalancing
22-12-2023 11:08:27.538 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.requestRejoin - [Consumer clientId=consumer-group_id-1, groupId=group_id] Request joining group due to: group is already rebalancing
22-12-2023 11:08:27.539 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsRevoked - [Consumer clientId=consumer-group_id-1, groupId=group_id] Revoke previously assigned partitions reversion_topic-0, reversion_topic-1, reversion_topic-2
22-12-2023 11:08:27.540 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions revoked: [reversion_topic-0, reversion_topic-1, reversion_topic-2]
22-12-2023 11:08:27.540 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.sendJoinGroupRequest - [Consumer clientId=consumer-group_id-1, groupId=group_id] (Re-)joining group
22-12-2023 11:08:27.540 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsRevoked - [Consumer clientId=consumer-group_id-1, groupId=group_id] Revoke previously assigned partitions operation_topic-0, operation_topic-2, operation_topic-1
22-12-2023 11:08:27.542 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions revoked: [operation_topic-0, operation_topic-2, operation_topic-1]
22-12-2023 11:08:27.543 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.sendJoinGroupRequest - [Consumer clientId=consumer-group_id-1, groupId=group_id] (Re-)joining group
22-12-2023 11:08:27.551 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully joined group with generation Generation{generationId=63, memberId='consumer-group_id-1-b636a73b-a3e5-44c2-8643-e68688be4335', protocol='range'}
22-12-2023 11:08:27.551 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully joined group with generation Generation{generationId=63, memberId='consumer-group_id-1-37cc3ed3-acee-41cc-a0eb-5c7e116c155c', protocol='range'}
22-12-2023 11:08:27.551 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully joined group with generation Generation{generationId=63, memberId='consumer-group_id-1-70941b52-95cb-4d88-bc8f-268e20fbfcdb', protocol='range'}
22-12-2023 11:08:28.003 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.performAssignment - [Consumer clientId=consumer-group_id-1, groupId=group_id] Finished assignment for group at generation 63: {consumer-group_id-1-37cc3ed3-acee-41cc-a0eb-5c7e116c155c=Assignment(partitions=[reversion_topic-0, reversion_topic-1, reversion_topic-2]), consumer-group_id-1-70941b52-95cb-4d88-bc8f-268e20fbfcdb=Assignment(partitions=[swap-topic-0, swap-topic-1, swap-topic-2]), consumer-group_id-1-b636a73b-a3e5-44c2-8643-e68688be4335=Assignment(partitions=[operation_topic-0, operation_topic-1, operation_topic-2])}
22-12-2023 11:08:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully synced group in generation Generation{generationId=63, memberId='consumer-group_id-1-37cc3ed3-acee-41cc-a0eb-5c7e116c155c', protocol='range'}
22-12-2023 11:08:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully synced group in generation Generation{generationId=63, memberId='consumer-group_id-1-b636a73b-a3e5-44c2-8643-e68688be4335', protocol='range'}
22-12-2023 11:08:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokeOnAssignment - [Consumer clientId=consumer-group_id-1, groupId=group_id] Notifying assignor about the new Assignment(partitions=[reversion_topic-0, reversion_topic-1, reversion_topic-2])
22-12-2023 11:08:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsAssigned - [Consumer clientId=consumer-group_id-1, groupId=group_id] Adding newly assigned partitions: reversion_topic-0, reversion_topic-1, reversion_topic-2
22-12-2023 11:08:28.010 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.handle - [Consumer clientId=consumer-group_id-1, groupId=group_id] Successfully synced group in generation Generation{generationId=63, memberId='consumer-group_id-1-70941b52-95cb-4d88-bc8f-268e20fbfcdb', protocol='range'}
22-12-2023 11:08:28.011 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokeOnAssignment - [Consumer clientId=consumer-group_id-1, groupId=group_id] Notifying assignor about the new Assignment(partitions=[operation_topic-0, operation_topic-1, operation_topic-2])
22-12-2023 11:08:28.011 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsAssigned - [Consumer clientId=consumer-group_id-1, groupId=group_id] Adding newly assigned partitions: operation_topic-0, operation_topic-2, operation_topic-1
22-12-2023 11:08:28.016 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokeOnAssignment - [Consumer clientId=consumer-group_id-1, groupId=group_id] Notifying assignor about the new Assignment(partitions=[swap-topic-0, swap-topic-1, swap-topic-2])
22-12-2023 11:08:28.018 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition reversion_topic-0 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition reversion_topic-1 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition operation_topic-0 to the committed offset FetchPosition{offset=2, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition reversion_topic-2 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition operation_topic-2 to the committed offset FetchPosition{offset=3, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition operation_topic-1 to the committed offset FetchPosition{offset=4, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions assigned: [operation_topic-0, operation_topic-2, operation_topic-1]
22-12-2023 11:08:28.019 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsAssigned - [Consumer clientId=consumer-group_id-1, groupId=group_id] Adding newly assigned partitions: swap-topic-0, swap-topic-2, swap-topic-1
22-12-2023 11:08:28.020 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions assigned: [reversion_topic-0, reversion_topic-1, reversion_topic-2]
22-12-2023 11:08:28.032 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition swap-topic-0 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.033 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition swap-topic-2 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.033 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.refreshCommittedOffsetsIfNeeded - [Consumer clientId=consumer-group_id-1, groupId=group_id] Setting offset for partition swap-topic-1 to the committed offset FetchPosition{offset=0, offsetEpoch=Optional.empty, currentLeader=LeaderAndEpoch{leader=Optional[127.0.0.1:9092 (id: 0 rack: null)], epoch=0}}
22-12-2023 11:08:28.034 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions assigned: [swap-topic-0, swap-topic-2, swap-topic-1]
22-12-2023 11:09:23.117 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver.getClusterEndpoints - Resolving eureka endpoints via configuration
22-12-2023 11:09:41.206 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry.deregister - Unregistering application SERVICE-WALLET with eureka with status DOWN
22-12-2023 11:09:41.207 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient.notify - Saw local status change event StatusChangeEvent [timestamp=1703261381207, current=DOWN, previous=UP]
22-12-2023 11:09:41.207 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-WALLET/service-wallet:c8f815eb-95a2-4b67-a0bf-cf6fd1d8bf82: registering service...
22-12-2023 11:09:41.217 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.invokePartitionsRevoked - [Consumer clientId=consumer-group_id-1, groupId=group_id] Revoke previously assigned partitions swap-topic-0, swap-topic-2, swap-topic-1
22-12-2023 11:09:41.218 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: partitions revoked: [swap-topic-0, swap-topic-2, swap-topic-1]
22-12-2023 11:09:41.218 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.maybeLeaveGroup - [Consumer clientId=consumer-group_id-1, groupId=group_id] Member consumer-group_id-1-70941b52-95cb-4d88-bc8f-268e20fbfcdb sending LeaveGroup request to coordinator 127.0.0.1:9092 (id: 2147483647 rack: null) due to the consumer unsubscribed from all topics
22-12-2023 11:09:41.219 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.resetStateAndGeneration - [Consumer clientId=consumer-group_id-1, groupId=group_id] Resetting generation due to: consumer pro-actively leaving the group
22-12-2023 11:09:41.220 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.requestRejoin - [Consumer clientId=consumer-group_id-1, groupId=group_id] Request joining group due to: consumer pro-actively leaving the group
22-12-2023 11:09:41.220 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.clients.consumer.KafkaConsumer.unsubscribe - [Consumer clientId=consumer-group_id-1, groupId=group_id] Unsubscribed all topics or patterns and assigned partitions
22-12-2023 11:09:41.221 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.resetStateAndGeneration - [Consumer clientId=consumer-group_id-1, groupId=group_id] Resetting generation due to: consumer pro-actively leaving the group
22-12-2023 11:09:41.221 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator.requestRejoin - [Consumer clientId=consumer-group_id-1, groupId=group_id] Request joining group due to: consumer pro-actively leaving the group
22-12-2023 11:09:41.227 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-WALLET/service-wallet:c8f815eb-95a2-4b67-a0bf-cf6fd1d8bf82 - registration status: 204
22-12-2023 11:09:41.228 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.kafka.common.metrics.Metrics.close - Metrics scheduler closed
22-12-2023 11:09:41.228 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.kafka.common.metrics.Metrics.close - Closing reporter org.apache.kafka.common.metrics.JmxReporter
22-12-2023 11:09:41.228 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.kafka.common.metrics.Metrics.close - Metrics reporters closed
22-12-2023 11:09:41.234 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.kafka.common.utils.AppInfoParser.unregisterAppInfo - App info kafka.consumer for consumer-group_id-1 unregistered
22-12-2023 11:09:41.236 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.s.k.l.KafkaMessageListenerContainer.info - group_id: Consumer stopped
22-12-2023 11:09:41.239 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry.deregister - Unregistering application SERVICE-TRANSACTION with eureka with status DOWN
22-12-2023 11:09:41.241 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient.notify - Saw local status change event StatusChangeEvent [timestamp=1703261381241, current=DOWN, previous=UP]
22-12-2023 11:09:41.241 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-TRANSACTION/service-transaction:03002034-9227-4dd2-8fcd-d3e9b3fad8c3: registering service...
22-12-2023 11:09:41.257 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.netflix.discovery.DiscoveryClient.register - DiscoveryClient_SERVICE-TRANSACTION/service-transaction:03002034-9227-4dd2-8fcd-d3e9b3fad8c3 - registration status: 204
22-12-2023 11:09:41.280 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry.deregister - Unregistering application SERVICE-PRODUCT with eureka with status DOWN
22-12-2023 11:09:41.280 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient.notify - Saw local status change event StatusChangeEvent [timestamp=1703261381280, current=DOWN, previous=UP]
